# 2d Ising model
# L = 128
# method = multihit
# beta 	 e 	 m 	 |m| 	 msq 	 accRate
0.000000e+00	-2.441406e-03	1.831055e-03	1.831055e-03	3.352761e-06	1.000000e+00	50
1.000000e-01	-2.441406e-03	1.831055e-03	1.831055e-03	3.352761e-06	8.343150e-01	50
2.000000e-01	-2.573242e-03	1.427002e-03	1.427002e-03	2.071112e-06	6.460697e-01	50
3.000000e-01	-1.953125e-03	-1.281738e-04	1.281738e-04	1.743436e-08	5.518951e-01	50
4.000000e-01	-3.488770e-03	1.154785e-03	1.154785e-03	1.659095e-06	4.190627e-01	50
5.000000e-01	4.953613e-03	-8.300781e-04	1.909180e-03	5.894899e-06	3.278139e-01	50
6.000000e-01	-7.346191e-03	1.510010e-03	7.125244e-03	7.579222e-05	2.344924e-01	50
7.000000e-01	-3.812744e-02	7.971191e-04	6.568604e-03	7.278934e-05	1.581282e-01	50
8.000000e-01	-1.127344e-01	-2.624512e-04	8.045654e-03	1.010688e-04	1.065868e-01	50
9.000000e-01	-2.320557e-01	8.923340e-04	8.316650e-03	9.510234e-05	7.433977e-02	50
1.000000e+00	-3.988672e-01	1.787109e-03	1.049072e-02	1.592487e-04	5.433788e-02	50
