# 2d Ising model
# L = 128
# method = multihit
# beta 	 e 	 m 	 |m| 	 msq 	 accRate
0.000000e+00	-2.441406e-03	1.831055e-03	1.831055e-03	3.352761e-06	1.000000e+00	500
1.000000e-01	-2.441406e-03	1.831055e-03	1.831055e-03	3.352761e-06	8.343150e-01	500
2.000000e-01	-2.441406e-03	1.831055e-03	1.831055e-03	3.352761e-06	6.453177e-01	500
3.000000e-01	-1.708984e-03	3.906250e-03	3.906250e-03	1.525879e-05	5.257487e-01	500
4.000000e-01	-2.645239e-01	7.226562e-04	8.950195e-03	1.202852e-04	4.722403e-01	5
5.000000e-01	-4.436108e-01	-2.978516e-04	1.120117e-02	1.996171e-04	3.908966e-01	5
6.000000e-01	-6.931421e-01	1.761475e-03	1.901733e-02	5.718122e-04	3.242265e-01	5
7.000000e-01	-1.080349e+00	-1.010864e-02	5.034546e-02	3.761374e-03	2.646624e-01	5
8.000000e-01	-1.745615e+00	-3.226990e-01	3.226990e-01	1.330618e-01	2.118226e-01	5
9.000000e-01	-1.885657e+00	2.691248e-01	2.691248e-01	8.205844e-02	2.045504e-01	5
1.000000e+00	-1.981433e+00	-9.948267e-01	9.948267e-01	9.896810e-01	1.972213e-01	5
