# 2d Ising model
# L = 128
# method = multihit
# beta 	 e 	 m 	 |m| 	 msq 	 accRate
0.000000e+00	-2.441406e-03	1.831055e-03	1.831055e-03	3.352761e-06	1.000000e+00	1000
1.000000e-01	-2.441406e-03	1.831055e-03	1.831055e-03	3.352761e-06	8.343150e-01	1000
2.000000e-01	-2.441406e-03	1.831055e-03	1.831055e-03	3.352761e-06	6.453177e-01	1000
3.000000e-01	-2.685547e-03	4.150391e-03	4.150391e-03	1.722574e-05	5.220695e-01	1000
4.000000e-01	-8.403809e-02	-6.811523e-04	7.875977e-03	9.138703e-05	4.220483e-01	10
5.000000e-01	-1.994702e-01	1.229248e-03	8.848877e-03	1.172476e-04	3.215458e-01	10
6.000000e-01	-3.513428e-01	7.312012e-04	1.105591e-02	1.937558e-04	2.506174e-01	10
7.000000e-01	-5.642773e-01	-7.373047e-04	1.311035e-02	2.751914e-04	1.974597e-01	10
8.000000e-01	-8.606250e-01	-2.556152e-03	2.297852e-02	7.774907e-04	1.568227e-01	10
9.000000e-01	-1.502395e+00	-3.946350e-01	3.946350e-01	1.745446e-01	1.161577e-01	10
1.000000e+00	-1.939741e+00	-9.796887e-01	9.796887e-01	9.597995e-01	1.008601e-01	10
