# 2d Ising model
# L = 32
# method = heatbath
# beta_min = 0
# beta_max = 1
# N_pts_beta = 21
# h_min = 0.3
# h_max = -0.3
# N_pts_h = 21
# Ntherm 10000
# Nac 100
# Number of datapoints 1000
# beta 	 e 	 m 	 |m| 	 msq 	 h 	 - 	 cV
5.000000e-01	-1.839031e+00	-9.522363e-01	9.522363e-01	9.069424e-01	-2.400000e-01		4.037351e-04
5.000000e-01	-1.844199e+00	-9.543223e-01	9.543223e-01	9.108967e-01	-2.700000e-01		3.629523e-04
5.000000e-01	-1.850512e+00	-9.565781e-01	9.565781e-01	9.151826e-01	-3.000000e-01		3.230463e-04

5.500000e-01	-1.909199e+00	9.747500e-01	9.747500e-01	9.502092e-01	3.000000e-01		2.374681e-04
5.500000e-01	-1.906215e+00	9.737324e-01	9.737324e-01	9.482338e-01	2.700000e-01		2.489519e-04
5.500000e-01	-1.900773e+00	9.719805e-01	9.719805e-01	9.448343e-01	2.400000e-01		2.707083e-04
5.500000e-01	-1.897707e+00	9.708379e-01	9.708379e-01	9.426139e-01	2.100000e-01		2.575886e-04
5.500000e-01	-1.891035e+00	9.687695e-01	9.687695e-01	9.386261e-01	1.800000e-01		3.283575e-04
5.500000e-01	-1.884813e+00	9.666172e-01	9.666172e-01	9.344623e-01	1.500000e-01		3.251351e-04
5.500000e-01	-1.881371e+00	9.653262e-01	9.653262e-01	9.319776e-01	1.200000e-01		3.269860e-04
5.500000e-01	-1.874449e+00	9.630781e-01	9.630781e-01	9.276648e-01	9.000000e-02		3.850446e-04
5.500000e-01	-1.867734e+00	9.603516e-01	9.603516e-01	9.224449e-01	6.000000e-02		3.921681e-04
5.500000e-01	-1.858812e+00	9.573223e-01	9.573223e-01	9.166437e-01	3.000000e-02		3.884887e-04
5.500000e-01	-1.851984e+00	9.540801e-01	9.540801e-01	9.104991e-01	0.000000e+00		4.673681e-04
5.500000e-01	-1.838605e+00	9.488770e-01	9.488770e-01	9.006680e-01	-3.000000e-02		5.087356e-04
5.500000e-01	-1.829832e+00	9.431074e-01	9.431074e-01	8.899675e-01	-6.000000e-02		5.428994e-04
5.500000e-01	-1.870168e+00	-7.917461e-01	9.595938e-01	9.221603e-01	-9.000000e-02		5.180702e-04
5.500000e-01	-1.881238e+00	-9.653867e-01	9.653867e-01	9.320941e-01	-1.200000e-01		3.350717e-04
5.500000e-01	-1.886535e+00	-9.672363e-01	9.672363e-01	9.356584e-01	-1.500000e-01		3.075995e-04
5.500000e-01	-1.892082e+00	-9.689668e-01	9.689668e-01	9.390056e-01	-1.800000e-01		3.065059e-04
5.500000e-01	-1.895648e+00	-9.704258e-01	9.704258e-01	9.418124e-01	-2.100000e-01		2.642730e-04
5.500000e-01	-1.902750e+00	-9.725762e-01	9.725762e-01	9.459885e-01	-2.400000e-01		2.568184e-04
5.500000e-01	-1.906352e+00	-9.736563e-01	9.736563e-01	9.480847e-01	-2.700000e-01		2.432302e-04
5.500000e-01	-1.910574e+00	-9.750820e-01	9.750820e-01	9.508538e-01	-3.000000e-01		2.252851e-04

6.000000e-01	-1.944020e+00	9.847793e-01	9.847793e-01	9.698312e-01	3.000000e-01		1.684283e-04
6.000000e-01	-1.940789e+00	9.838438e-01	9.838438e-01	9.679928e-01	2.700000e-01		1.869381e-04
6.000000e-01	-1.940043e+00	9.835801e-01	9.835801e-01	9.674771e-01	2.400000e-01		1.963103e-04
6.000000e-01	-1.935305e+00	9.820762e-01	9.820762e-01	9.645212e-01	2.100000e-01		1.882186e-04
6.000000e-01	-1.931637e+00	9.810195e-01	9.810195e-01	9.624543e-01	1.800000e-01		2.176721e-04
6.000000e-01	-1.929199e+00	9.803262e-01	9.803262e-01	9.610955e-01	1.500000e-01		2.200967e-04
6.000000e-01	-1.925609e+00	9.792441e-01	9.792441e-01	9.589788e-01	1.200000e-01		2.280546e-04
6.000000e-01	-1.923781e+00	9.784883e-01	9.784883e-01	9.575020e-01	9.000000e-02		2.268669e-04
6.000000e-01	-1.919414e+00	9.771973e-01	9.771973e-01	9.549866e-01	6.000000e-02		2.542956e-04
6.000000e-01	-1.913328e+00	9.750937e-01	9.750937e-01	9.509025e-01	3.000000e-02		3.083788e-04
6.000000e-01	-1.909430e+00	9.736699e-01	9.736699e-01	9.481357e-01	0.000000e+00		3.231925e-04
6.000000e-01	-1.903859e+00	9.717344e-01	9.717344e-01	9.443786e-01	-3.000000e-02		3.326081e-04
6.000000e-01	-1.896469e+00	9.689688e-01	9.689688e-01	9.390440e-01	-6.000000e-02		3.829394e-04
6.000000e-01	-1.915234e+00	-4.907559e-01	9.738535e-01	9.496122e-01	-9.000000e-02		3.770398e-04
6.000000e-01	-1.925746e+00	-9.791699e-01	9.791699e-01	9.588386e-01	-1.200000e-01		2.398256e-04
6.000000e-01	-1.930770e+00	-9.806973e-01	9.806973e-01	9.618240e-01	-1.500000e-01		2.209695e-04
6.000000e-01	-1.933781e+00	-9.816523e-01	9.816523e-01	9.636952e-01	-1.800000e-01		2.092989e-04
6.000000e-01	-1.936332e+00	-9.825293e-01	9.825293e-01	9.654097e-01	-2.100000e-01		1.865237e-04
6.000000e-01	-1.937879e+00	-9.829570e-01	9.829570e-01	9.662501e-01	-2.400000e-01		1.825576e-04
6.000000e-01	-1.941859e+00	-9.841563e-01	9.841563e-01	9.686100e-01	-2.700000e-01		1.939886e-04
6.000000e-01	-1.945891e+00	-9.853984e-01	9.853984e-01	9.710505e-01	-3.000000e-01		1.762871e-04

6.500000e-01	-1.964148e+00	9.904023e-01	9.904023e-01	9.809213e-01	3.000000e-01		1.285004e-04
6.500000e-01	-1.962547e+00	9.900293e-01	9.900293e-01	9.801811e-01	2.700000e-01		1.253024e-04
6.500000e-01	-1.962145e+00	9.897949e-01	9.897949e-01	9.797210e-01	2.400000e-01		1.376111e-04
6.500000e-01	-1.960547e+00	9.894316e-01	9.894316e-01	9.790014e-01	2.100000e-01		1.374079e-04
6.500000e-01	-1.957648e+00	9.885020e-01	9.885020e-01	9.771680e-01	1.800000e-01		1.584184e-04
6.500000e-01	-1.955914e+00	9.880059e-01	9.880059e-01	9.761882e-01	1.500000e-01		1.617009e-04
6.500000e-01	-1.954410e+00	9.876211e-01	9.876211e-01	9.754292e-01	1.200000e-01		1.665912e-04
6.500000e-01	-1.952047e+00	9.869023e-01	9.869023e-01	9.740124e-01	9.000000e-02		1.780348e-04
6.500000e-01	-1.949422e+00	9.861797e-01	9.861797e-01	9.725900e-01	6.000000e-02		1.934006e-04
6.500000e-01	-1.945641e+00	9.849531e-01	9.849531e-01	9.701753e-01	3.000000e-02		1.934628e-04
6.500000e-01	-1.942574e+00	9.839043e-01	9.839043e-01	9.681173e-01	0.000000e+00		2.149737e-04
6.500000e-01	-1.939406e+00	9.828281e-01	9.828281e-01	9.660075e-01	-3.000000e-02		2.333746e-04
6.500000e-01	-1.935848e+00	9.816211e-01	9.816211e-01	9.636423e-01	-6.000000e-02		2.502667e-04
6.500000e-01	-1.931574e+00	9.803516e-01	9.803516e-01	9.611589e-01	-9.000000e-02		2.683027e-04
6.500000e-01	-1.929117e+00	9.794180e-01	9.794180e-01	9.593381e-01	-1.200000e-01		2.808674e-04
6.500000e-01	-1.921602e+00	9.768262e-01	9.768262e-01	9.542862e-01	-1.500000e-01		3.021833e-04
6.500000e-01	-1.957559e+00	-9.885430e-01	9.885430e-01	9.772476e-01	-1.800000e-01		1.512865e-04
6.500000e-01	-1.960203e+00	-9.893203e-01	9.893203e-01	9.787826e-01	-2.100000e-01		1.449420e-04
6.500000e-01	-1.961902e+00	-9.898086e-01	9.898086e-01	9.797462e-01	-2.400000e-01		1.314123e-04
6.500000e-01	-1.961742e+00	-9.898086e-01	9.898086e-01	9.797459e-01	-2.700000e-01		1.323250e-04
6.500000e-01	-1.964211e+00	-9.905020e-01	9.905020e-01	9.811172e-01	-3.000000e-01		1.249639e-04

7.000000e-01	-1.978406e+00	9.943633e-01	9.943633e-01	9.887708e-01	3.000000e-01		8.476617e-05
7.000000e-01	-1.976668e+00	9.938770e-01	9.938770e-01	9.878059e-01	2.700000e-01		9.543599e-05
7.000000e-01	-1.975695e+00	9.936738e-01	9.936738e-01	9.874018e-01	2.400000e-01		9.645616e-05
7.000000e-01	-1.974828e+00	9.933496e-01	9.933496e-01	9.867598e-01	2.100000e-01		1.065360e-04
7.000000e-01	-1.973207e+00	9.928789e-01	9.928789e-01	9.858262e-01	1.800000e-01		1.109343e-04
7.000000e-01	-1.972613e+00	9.927266e-01	9.927266e-01	9.855243e-01	1.500000e-01		1.130559e-04
7.000000e-01	-1.970934e+00	9.922266e-01	9.922266e-01	9.845331e-01	1.200000e-01		1.210085e-04
7.000000e-01	-1.968578e+00	9.916113e-01	9.916113e-01	9.833149e-01	9.000000e-02		1.401906e-04
7.000000e-01	-1.968039e+00	9.914102e-01	9.914102e-01	9.829190e-01	6.000000e-02		1.457445e-04
7.000000e-01	-1.965785e+00	9.907480e-01	9.907480e-01	9.816059e-01	3.000000e-02		1.393147e-04
7.000000e-01	-1.963832e+00	9.902676e-01	9.902676e-01	9.806548e-01	0.000000e+00		1.461859e-04
7.000000e-01	-1.961660e+00	9.895176e-01	9.895176e-01	9.791748e-01	-3.000000e-02		1.638675e-04
7.000000e-01	-1.959969e+00	9.890332e-01	9.890332e-01	9.782155e-01	-6.000000e-02		1.603812e-04
7.000000e-01	-1.956855e+00	9.879375e-01	9.879375e-01	9.760597e-01	-9.000000e-02		1.927295e-04
7.000000e-01	-1.954777e+00	9.873066e-01	9.873066e-01	9.748168e-01	-1.200000e-01		2.038781e-04
7.000000e-01	-1.951836e+00	9.863340e-01	9.863340e-01	9.729036e-01	-1.500000e-01		2.130224e-04
7.000000e-01	-1.968309e+00	-5.680039e-01	9.909180e-01	9.821534e-01	-1.800000e-01		2.013671e-04
7.000000e-01	-1.975316e+00	-9.935137e-01	9.935137e-01	9.870857e-01	-2.100000e-01		1.058061e-04
7.000000e-01	-1.975965e+00	-9.936875e-01	9.936875e-01	9.874285e-01	-2.400000e-01		9.018218e-05
7.000000e-01	-1.977406e+00	-9.940781e-01	9.940781e-01	9.882060e-01	-2.700000e-01		9.692442e-05
7.000000e-01	-1.977754e+00	-9.941660e-01	9.941660e-01	9.883802e-01	-3.000000e-01		9.268231e-05

7.500000e-01	-1.986348e+00	9.964883e-01	9.964883e-01	9.929969e-01	3.000000e-01		6.487062e-05
7.500000e-01	-1.985863e+00	9.963262e-01	9.963262e-01	9.926742e-01	2.700000e-01		6.581359e-05
7.500000e-01	-1.984266e+00	9.958926e-01	9.958926e-01	9.918116e-01	2.400000e-01		7.264037e-05
7.500000e-01	-1.983668e+00	9.957168e-01	9.957168e-01	9.914623e-01	2.100000e-01		7.987609e-05
7.500000e-01	-1.982820e+00	9.955117e-01	9.955117e-01	9.910537e-01	1.800000e-01		7.667767e-05
7.500000e-01	-1.982816e+00	9.954805e-01	9.954805e-01	9.909922e-01	1.500000e-01		8.140010e-05
7.500000e-01	-1.981297e+00	9.950859e-01	9.950859e-01	9.902078e-01	1.200000e-01		8.841467e-05
7.500000e-01	-1.980559e+00	9.948672e-01	9.948672e-01	9.897727e-01	9.000000e-02		8.942245e-05
7.500000e-01	-1.978836e+00	9.943887e-01	9.943887e-01	9.888228e-01	6.000000e-02		1.014628e-04
7.500000e-01	-1.977898e+00	9.941250e-01	9.941250e-01	9.882998e-01	3.000000e-02		1.055120e-04
7.500000e-01	-1.976477e+00	9.937285e-01	9.937285e-01	9.875130e-01	0.000000e+00		1.208455e-04
7.500000e-01	-1.976016e+00	9.936309e-01	9.936309e-01	9.873182e-01	-3.000000e-02		1.151882e-04
7.500000e-01	-1.973594e+00	9.928477e-01	9.928477e-01	9.857666e-01	-6.000000e-02		1.363369e-04
7.500000e-01	-1.972223e+00	9.924980e-01	9.924980e-01	9.850710e-01	-9.000000e-02		1.287347e-04
7.500000e-01	-1.969773e+00	9.917949e-01	9.917949e-01	9.836792e-01	-1.200000e-01		1.472971e-04
7.500000e-01	-1.968570e+00	9.913770e-01	9.913770e-01	9.828538e-01	-1.500000e-01		1.620645e-04
7.500000e-01	-1.967738e+00	9.911465e-01	9.911465e-01	9.823962e-01	-1.800000e-01		1.545632e-04
7.500000e-01	-1.982680e+00	-9.954316e-01	9.954316e-01	9.908954e-01	-2.100000e-01		8.383636e-05
7.500000e-01	-1.983977e+00	-9.958184e-01	9.958184e-01	9.916630e-01	-2.400000e-01		6.697880e-05
7.500000e-01	-1.984480e+00	-9.959609e-01	9.959609e-01	9.919469e-01	-2.700000e-01		6.724209e-05
7.500000e-01	-1.985469e+00	-9.962402e-01	9.962402e-01	9.925028e-01	-3.000000e-01		6.570854e-05

8.000000e-01	-1.990578e+00	9.223730e-01	9.973418e-01	9.947563e-01	3.000000e-01		7.289312e-05
8.000000e-01	-1.990883e+00	9.976621e-01	9.976621e-01	9.953344e-01	2.700000e-01		4.447699e-05
8.000000e-01	-1.990117e+00	9.974531e-01	9.974531e-01	9.949185e-01	2.400000e-01		5.329199e-05
8.000000e-01	-1.989762e+00	9.973359e-01	9.973359e-01	9.946853e-01	2.100000e-01		5.597030e-05
8.000000e-01	-1.988605e+00	9.970605e-01	9.970605e-01	9.941359e-01	1.800000e-01		5.646593e-05
8.000000e-01	-1.988164e+00	9.969297e-01	9.969297e-01	9.938764e-01	1.500000e-01		6.881934e-05
8.000000e-01	-1.987715e+00	9.968418e-01	9.968418e-01	9.937003e-01	1.200000e-01		6.261694e-05
8.000000e-01	-1.986992e+00	9.965996e-01	9.965996e-01	9.932195e-01	9.000000e-02		7.512793e-05
8.000000e-01	-1.986051e+00	9.963437e-01	9.963437e-01	9.927097e-01	6.000000e-02		7.625937e-05
8.000000e-01	-1.985734e+00	9.962910e-01	9.962910e-01	9.926047e-01	3.000000e-02		7.707906e-05
8.000000e-01	-1.984480e+00	9.959199e-01	9.959199e-01	9.918658e-01	0.000000e+00		7.594015e-05
8.000000e-01	-1.984348e+00	9.958789e-01	9.958789e-01	9.917840e-01	-3.000000e-02		7.864210e-05
8.000000e-01	-1.983719e+00	9.957090e-01	9.957090e-01	9.914467e-01	-6.000000e-02		8.722438e-05
8.000000e-01	-1.982324e+00	9.953184e-01	9.953184e-01	9.906698e-01	-9.000000e-02		9.417358e-05
8.000000e-01	-1.980820e+00	9.949062e-01	9.949062e-01	9.898517e-01	-1.200000e-01		1.076748e-04
8.000000e-01	-1.979988e+00	9.946484e-01	9.946484e-01	9.893382e-01	-1.500000e-01		1.026355e-04
8.000000e-01	-1.977836e+00	9.939883e-01	9.939883e-01	9.880306e-01	-1.800000e-01		1.280246e-04
8.000000e-01	-1.978039e+00	9.940078e-01	9.940078e-01	9.880689e-01	-2.100000e-01		1.234484e-04
8.000000e-01	-1.986137e+00	-5.661406e-01	9.955273e-01	9.917544e-01	-2.400000e-01		1.271250e-04
8.000000e-01	-1.990863e+00	-9.976445e-01	9.976445e-01	9.952997e-01	-2.700000e-01		4.668046e-05
8.000000e-01	-1.990566e+00	-9.975664e-01	9.975664e-01	9.951437e-01	-3.000000e-01		4.555444e-05

8.500000e-01	-1.986766e+00	-2.708770e-01	9.959043e-01	9.921415e-01	3.000000e-01		1.235122e-04
8.500000e-01	-1.994219e+00	9.985176e-01	9.985176e-01	9.970406e-01	2.700000e-01		3.428171e-05
8.500000e-01	-1.993746e+00	9.983965e-01	9.983965e-01	9.967991e-01	2.400000e-01		3.640060e-05
8.500000e-01	-1.993395e+00	9.983203e-01	9.983203e-01	9.966472e-01	2.100000e-01		4.043247e-05
8.500000e-01	-1.993520e+00	9.983398e-01	9.983398e-01	9.966858e-01	1.800000e-01		3.592567e-05
8.500000e-01	-1.992312e+00	9.980215e-01	9.980215e-01	9.960513e-01	1.500000e-01		4.688683e-05
8.500000e-01	-1.991930e+00	9.979121e-01	9.979121e-01	9.958335e-01	1.200000e-01		4.768795e-05
8.500000e-01	-1.991844e+00	9.978867e-01	9.978867e-01	9.957822e-01	9.000000e-02		4.460785e-05
8.500000e-01	-1.991277e+00	9.977578e-01	9.977578e-01	9.955254e-01	6.000000e-02		4.959593e-05
8.500000e-01	-1.990824e+00	9.976250e-01	9.976250e-01	9.952610e-01	3.000000e-02		5.398905e-05
8.500000e-01	-1.990227e+00	9.974629e-01	9.974629e-01	9.949382e-01	0.000000e+00		6.045818e-05
8.500000e-01	-1.989539e+00	9.972656e-01	9.972656e-01	9.945452e-01	-3.000000e-02		6.398954e-05
8.500000e-01	-1.989352e+00	9.972188e-01	9.972188e-01	9.944522e-01	-6.000000e-02		6.882496e-05
8.500000e-01	-1.988223e+00	9.969102e-01	9.969102e-01	9.938372e-01	-9.000000e-02		7.215271e-05
8.500000e-01	-1.987641e+00	9.967617e-01	9.967617e-01	9.935416e-01	-1.200000e-01		7.561802e-05
8.500000e-01	-1.987070e+00	9.965605e-01	9.965605e-01	9.931420e-01	-1.500000e-01		8.166821e-05
8.500000e-01	-1.986078e+00	9.963535e-01	9.963535e-01	9.927292e-01	-1.800000e-01		8.684976e-05
8.500000e-01	-1.985195e+00	9.960918e-01	9.960918e-01	9.922090e-01	-2.100000e-01		9.251629e-05
8.500000e-01	-1.983902e+00	9.957246e-01	9.957246e-01	9.914782e-01	-2.400000e-01		9.827613e-05
8.500000e-01	-1.983391e+00	9.954590e-01	9.954590e-01	9.909521e-01	-2.700000e-01		1.039883e-04
8.500000e-01	-1.984699e+00	5.279434e-01	9.953184e-01	9.909752e-01	-3.000000e-01		1.282379e-04

9.000000e-01	-1.988559e+00	-9.969551e-01	9.969551e-01	9.939272e-01	3.000000e-01		7.670329e-05
9.000000e-01	-1.989125e+00	-9.971211e-01	9.971211e-01	9.942575e-01	2.700000e-01		7.402601e-05
9.000000e-01	-1.989055e+00	-9.971172e-01	9.971172e-01	9.942499e-01	2.400000e-01		7.668892e-05
9.000000e-01	-1.990215e+00	-9.974355e-01	9.974355e-01	9.948837e-01	2.100000e-01		6.503601e-05
9.000000e-01	-1.990367e+00	-9.974590e-01	9.974590e-01	9.949310e-01	1.800000e-01		6.989172e-05
9.000000e-01	-1.990832e+00	-9.975977e-01	9.975977e-01	9.952069e-01	1.500000e-01		6.279417e-05
9.000000e-01	-1.991555e+00	-9.978047e-01	9.978047e-01	9.956193e-01	1.200000e-01		5.692539e-05
9.000000e-01	-1.991977e+00	-9.979043e-01	9.979043e-01	9.958184e-01	9.000000e-02		6.062497e-05
9.000000e-01	-1.993164e+00	-9.982305e-01	9.982305e-01	9.964682e-01	6.000000e-02		4.560081e-05
9.000000e-01	-1.993672e+00	-9.983652e-01	9.983652e-01	9.967368e-01	3.000000e-02		4.184473e-05
9.000000e-01	-1.994078e+00	-9.984727e-01	9.984727e-01	9.969511e-01	0.000000e+00		3.994312e-05
9.000000e-01	-1.994086e+00	-9.984805e-01	9.984805e-01	9.969667e-01	-3.000000e-02		4.031466e-05
9.000000e-01	-1.994230e+00	-9.985215e-01	9.985215e-01	9.970482e-01	-6.000000e-02		3.650378e-05
9.000000e-01	-1.994227e+00	-9.985117e-01	9.985117e-01	9.970287e-01	-9.000000e-02		3.499646e-05
9.000000e-01	-1.994824e+00	-9.986758e-01	9.986758e-01	9.973560e-01	-1.200000e-01		3.257223e-05
9.000000e-01	-1.994906e+00	-9.987070e-01	9.987070e-01	9.974183e-01	-1.500000e-01		3.123998e-05
9.000000e-01	-1.995402e+00	-9.988184e-01	9.988184e-01	9.976407e-01	-1.800000e-01		3.045004e-05
9.000000e-01	-1.995852e+00	-9.989375e-01	9.989375e-01	9.978783e-01	-2.100000e-01		2.645151e-05
9.000000e-01	-1.995879e+00	-9.989434e-01	9.989434e-01	9.978901e-01	-2.400000e-01		2.672119e-05
9.000000e-01	-1.996164e+00	-9.990293e-01	9.990293e-01	9.980615e-01	-2.700000e-01		2.412197e-05
9.000000e-01	-1.996598e+00	-9.991348e-01	9.991348e-01	9.982721e-01	-3.000000e-01		2.254838e-05

9.500000e-01	-1.992254e+00	-9.979688e-01	9.979688e-01	9.959462e-01	3.000000e-01		5.492877e-05
9.500000e-01	-1.992234e+00	-9.979395e-01	9.979395e-01	9.958884e-01	2.700000e-01		5.935127e-05
9.500000e-01	-1.992969e+00	-9.981738e-01	9.981738e-01	9.963550e-01	2.400000e-01		5.120079e-05
9.500000e-01	-1.993305e+00	-9.982520e-01	9.982520e-01	9.965109e-01	2.100000e-01		4.968878e-05
9.500000e-01	-1.993855e+00	-9.984102e-01	9.984102e-01	9.968263e-01	1.800000e-01		4.349824e-05
9.500000e-01	-1.994184e+00	-9.985020e-01	9.985020e-01	9.970093e-01	1.500000e-01		4.120134e-05
9.500000e-01	-1.994781e+00	-9.986543e-01	9.986543e-01	9.973136e-01	1.200000e-01		4.152117e-05
9.500000e-01	-1.994652e+00	-9.986113e-01	9.986113e-01	9.972277e-01	9.000000e-02		3.895610e-05
9.500000e-01	-1.994730e+00	-9.986523e-01	9.986523e-01	9.973094e-01	6.000000e-02		3.843776e-05
9.500000e-01	-1.995613e+00	-9.988750e-01	9.988750e-01	9.977536e-01	3.000000e-02		3.142378e-05
9.500000e-01	-1.995441e+00	-9.988223e-01	9.988223e-01	9.976485e-01	0.000000e+00		3.295567e-05
9.500000e-01	-1.995871e+00	-9.989512e-01	9.989512e-01	9.979057e-01	-3.000000e-02		3.059586e-05
9.500000e-01	-1.996172e+00	-9.990137e-01	9.990137e-01	9.980304e-01	-6.000000e-02		2.679297e-05
9.500000e-01	-1.996527e+00	-9.991191e-01	9.991191e-01	9.982409e-01	-9.000000e-02		2.562352e-05
9.500000e-01	-1.996828e+00	-9.991836e-01	9.991836e-01	9.983696e-01	-1.200000e-01		2.328212e-05
9.500000e-01	-1.997031e+00	-9.992461e-01	9.992461e-01	9.984943e-01	-1.500000e-01		2.107523e-05
9.500000e-01	-1.997285e+00	-9.993066e-01	9.993066e-01	9.986152e-01	-1.800000e-01		1.911388e-05
9.500000e-01	-1.997430e+00	-9.993457e-01	9.993457e-01	9.986932e-01	-2.100000e-01		1.893570e-05
9.500000e-01	-1.997160e+00	-9.992773e-01	9.992773e-01	9.985567e-01	-2.400000e-01		2.082832e-05
9.500000e-01	-1.997375e+00	-9.993398e-01	9.993398e-01	9.986814e-01	-2.700000e-01		1.878945e-05
9.500000e-01	-1.997453e+00	-9.993516e-01	9.993516e-01	9.987049e-01	-3.000000e-01		1.863081e-05

1.000000e+00	-1.994520e+00	-9.985645e-01	9.985645e-01	9.971343e-01	3.000000e-01		4.410692e-05
1.000000e+00	-1.995164e+00	-9.987422e-01	9.987422e-01	9.974889e-01	2.700000e-01		4.067010e-05
1.000000e+00	-1.995094e+00	-9.987324e-01	9.987324e-01	9.974693e-01	2.400000e-01		4.090063e-05
1.000000e+00	-1.995563e+00	-9.988496e-01	9.988496e-01	9.977034e-01	2.100000e-01		3.914648e-05
1.000000e+00	-1.995867e+00	-9.989355e-01	9.989355e-01	9.978744e-01	1.800000e-01		3.208368e-05
1.000000e+00	-1.996020e+00	-9.989707e-01	9.989707e-01	9.979448e-01	1.500000e-01		3.141234e-05
1.000000e+00	-1.996277e+00	-9.990488e-01	9.990488e-01	9.981004e-01	1.200000e-01		2.784410e-05
1.000000e+00	-1.996609e+00	-9.991270e-01	9.991270e-01	9.982567e-01	9.000000e-02		2.958032e-05
1.000000e+00	-1.996707e+00	-9.991582e-01	9.991582e-01	9.983188e-01	6.000000e-02		2.548753e-05
1.000000e+00	-1.997012e+00	-9.992383e-01	9.992383e-01	9.984787e-01	3.000000e-02		2.373924e-05
1.000000e+00	-1.997484e+00	-9.993633e-01	9.993633e-01	9.987283e-01	0.000000e+00		2.101538e-05
1.000000e+00	-1.997418e+00	-9.993418e-01	9.993418e-01	9.986854e-01	-3.000000e-02		2.014281e-05
1.000000e+00	-1.997605e+00	-9.993945e-01	9.993945e-01	9.987906e-01	-6.000000e-02		1.866502e-05
1.000000e+00	-1.997605e+00	-9.993887e-01	9.993887e-01	9.987790e-01	-9.000000e-02		1.915331e-05
1.000000e+00	-1.998035e+00	-9.995000e-01	9.995000e-01	9.990013e-01	-1.200000e-01		1.599107e-05
1.000000e+00	-1.998070e+00	-9.995117e-01	9.995117e-01	9.990246e-01	-1.500000e-01		1.483099e-05
1.000000e+00	-1.998242e+00	-9.995566e-01	9.995566e-01	9.991144e-01	-1.800000e-01		1.436615e-05
1.000000e+00	-1.998152e+00	-9.995312e-01	9.995312e-01	9.990636e-01	-2.100000e-01		1.381334e-05
1.000000e+00	-1.998391e+00	-9.995957e-01	9.995957e-01	9.991923e-01	-2.400000e-01		1.227197e-05
1.000000e+00	-1.998402e+00	-9.995977e-01	9.995977e-01	9.991963e-01	-2.700000e-01		1.238585e-05
1.000000e+00	-1.998602e+00	-9.996504e-01	9.996504e-01	9.993015e-01	-3.000000e-01		1.006830e-05
