# 2d Ising model
# L = 128
# method = multihit
# beta 	 e 	 m 	 |m| 	 msq 	 accRate 	 Ntry 	 cV
0	-2.441406e-03	-4.516602e-03	2.776432e-01	30
1	-2.929688e-03	2.319336e-03	2.915718e-01	30
2	-2.441406e-03	6.103516e-04	3.002492e-01	30
3	-2.441406e-03	-3.662109e-04	3.145990e-01	30
4	-2.441406e-04	-1.831055e-03	3.188603e-01	30
5	9.765625e-04	2.807617e-03	3.350580e-01	30
6	9.765625e-04	-4.882812e-04	3.365308e-01	30
7	3.662109e-03	-1.220703e-04	3.433433e-01	30
8	2.685547e-03	-2.441406e-04	3.542333e-01	30
9	3.173828e-03	1.220703e-04	3.608413e-01	30
10	2.685547e-03	-8.544922e-04	3.571444e-01	30
11	1.708984e-03	1.220703e-03	3.589833e-01	30
12	4.882812e-04	-1.220703e-03	3.667293e-01	30
13	-2.441406e-04	1.342773e-03	3.664095e-01	30
14	-4.882812e-04	-2.807617e-03	3.634186e-01	30
15	-7.324219e-04	2.075195e-03	3.668197e-01	30
16	-9.765625e-04	-1.220703e-03	3.648591e-01	30
17	-9.765625e-04	9.765625e-04	3.650787e-01	30
18	-1.953125e-03	-9.765625e-04	3.691504e-01	30
19	-9.765625e-04	1.098633e-03	3.630562e-01	30
20	-2.929688e-03	-1.342773e-03	3.685442e-01	30
21	-7.324219e-04	8.544922e-04	3.617735e-01	30
22	-4.882812e-04	-4.882812e-04	3.673213e-01	30
23	7.324219e-04	-1.220703e-04	3.686935e-01	30
24	1.953125e-03	-7.324219e-04	3.684364e-01	30
25	4.882812e-04	9.765625e-04	3.730249e-01	30
26	1.464844e-03	-6.103516e-04	3.639837e-01	30
27	1.464844e-03	1.220703e-03	3.661147e-01	30
28	-4.882812e-04	-9.765625e-04	3.682046e-01	30
29	-1.708984e-03	0.000000e+00	3.617176e-01	30
30	-1.464844e-03	8.544922e-04	3.685276e-01	30
31	2.441406e-04	-8.544922e-04	3.694584e-01	30
32	-4.882812e-04	1.220703e-03	3.682791e-01	30
33	9.765625e-04	-1.708984e-03	3.684447e-01	30
34	1.220703e-03	2.929688e-03	3.649648e-01	30
35	0.000000e+00	-2.929688e-03	3.711069e-01	30
36	1.953125e-03	1.098633e-03	3.731269e-01	30
37	1.464844e-03	-2.075195e-03	3.681880e-01	30
38	2.441406e-04	2.929688e-03	3.739103e-01	30
39	1.220703e-03	-2.685547e-03	3.705446e-01	30
40	1.953125e-03	2.563477e-03	3.707542e-01	30
41	2.441406e-03	-1.708984e-03	3.723890e-01	30
42	2.441406e-04	2.197266e-03	3.683122e-01	30
43	1.708984e-03	-2.929688e-03	3.783222e-01	30
44	4.882812e-04	1.708984e-03	3.679648e-01	30
45	-2.441406e-04	-4.882812e-04	3.792680e-01	30
46	-4.882812e-04	1.342773e-03	3.784795e-01	30
47	-2.441406e-04	-2.563477e-03	3.725330e-01	30
48	-9.765625e-04	2.929688e-03	3.768343e-01	30
49	-1.708984e-03	-2.929688e-03	3.748256e-01	30
50	-2.441406e-04	3.540039e-03	3.732799e-01	30
51	-1.953125e-03	-4.638672e-03	3.790662e-01	30
52	-1.953125e-03	4.882812e-03	3.732884e-01	30
53	-3.662109e-03	-5.004883e-03	3.735437e-01	30
54	-2.197266e-03	5.249023e-03	3.814313e-01	30
55	-2.197266e-03	-4.882812e-03	3.815468e-01	30
56	-2.197266e-03	4.028320e-03	3.768256e-01	30
57	7.324219e-04	-3.662109e-03	3.702766e-01	30
58	1.708984e-03	4.394531e-03	3.783659e-01	30
59	7.324219e-04	-2.807617e-03	3.677170e-01	30
60	7.324219e-04	2.685547e-03	3.811828e-01	30
61	1.220703e-03	-2.685547e-03	3.707962e-01	30
62	1.953125e-03	2.929688e-03	3.719663e-01	30
63	3.173828e-03	-4.516602e-03	3.771292e-01	30
64	3.906250e-03	6.103516e-03	3.801392e-01	30
65	4.638672e-03	-6.103516e-03	3.843213e-01	30
66	2.929688e-03	7.690430e-03	3.798484e-01	30
67	4.882812e-03	-8.056641e-03	3.771986e-01	30
68	3.662109e-03	8.666992e-03	3.749714e-01	30
69	4.150391e-03	-8.911133e-03	3.775289e-01	30
70	4.150391e-03	7.812500e-03	3.776333e-01	30
71	4.150391e-03	-6.713867e-03	3.745257e-01	30
72	4.394531e-03	7.812500e-03	3.770164e-01	30
73	2.685547e-03	-7.690430e-03	3.745514e-01	30
74	2.197266e-03	7.934570e-03	3.752892e-01	30
75	2.929688e-03	-7.812500e-03	3.784883e-01	30
