# 2d Ising model
# L = 128
# method = multihit
# beta_min = 0.2
# beta_max = 1
# N_pts_beta = 1
# h_min = 0
# h_max = 1
# N_pts_h = 1
# Ntherm = 1000
# Nac = 20
# Number of datapoints = 0
# beta 	 e 	 m 	 |m| 	 msq 	 accRate 	 Ntry 	 cV
0	-2.685547e-01	-4.150391e-03	7.224243e-01	5
1	-3.547363e-01	-1.232910e-02	7.038940e-01	5
2	-3.774414e-01	2.807617e-03	6.975098e-01	5
3	-3.928223e-01	-3.295898e-03	7.017090e-01	5
4	-4.101562e-01	5.126953e-03	6.958130e-01	5
5	-4.248047e-01	9.521484e-03	6.907715e-01	5
6	-4.321289e-01	-3.417969e-03	6.922607e-01	5
7	-4.421387e-01	-8.789062e-03	6.931152e-01	5
8	-4.367676e-01	-5.004883e-03	6.916138e-01	5
9	-4.433594e-01	-7.812500e-03	6.949341e-01	5
10	-4.462891e-01	-1.892090e-02	6.893433e-01	5
11	-4.121094e-01	1.403809e-02	6.917480e-01	5
12	-4.138184e-01	-2.441406e-04	6.922974e-01	5
13	-4.291992e-01	-1.977539e-02	7.013916e-01	5
14	-4.279785e-01	-6.835938e-03	6.889893e-01	5
15	-4.555664e-01	1.464844e-03	6.909912e-01	5
16	-4.140625e-01	-4.638672e-03	6.871094e-01	5
17	-4.152832e-01	-1.953125e-02	6.921631e-01	5
18	-4.245605e-01	-2.929688e-02	6.962402e-01	5
19	-4.387207e-01	-3.295898e-03	6.921265e-01	5
20	-4.321289e-01	9.277344e-03	6.896851e-01	5
21	-4.301758e-01	-5.249023e-03	6.929321e-01	5
22	-4.240723e-01	3.906250e-03	6.934204e-01	5
23	-4.177246e-01	-4.760742e-03	6.903442e-01	5
24	-4.162598e-01	-9.765625e-03	6.949829e-01	5
25	-3.916016e-01	6.103516e-04	6.942505e-01	5
26	-4.289551e-01	-1.416016e-02	6.992798e-01	5
27	-4.257812e-01	-1.013184e-02	6.949097e-01	5
28	-4.326172e-01	-4.882812e-03	6.897827e-01	5
29	-4.433594e-01	-1.074219e-02	6.924072e-01	5
30	-4.355469e-01	-1.611328e-02	6.901367e-01	5
31	-4.421387e-01	-1.220703e-02	6.878418e-01	5
32	-4.562988e-01	1.037598e-02	6.900513e-01	5
33	-4.274902e-01	-3.369141e-02	6.938599e-01	5
34	-4.367676e-01	6.591797e-03	6.924561e-01	5
35	-4.213867e-01	2.233887e-02	6.898071e-01	5
36	-4.394531e-01	5.615234e-03	6.884644e-01	5
37	-4.301758e-01	-1.403809e-02	6.943237e-01	5
38	-4.489746e-01	5.737305e-03	6.901367e-01	5
39	-4.428711e-01	7.568359e-03	6.831421e-01	5
40	-4.399414e-01	9.277344e-03	6.877686e-01	5
41	-4.389648e-01	7.446289e-03	6.902222e-01	5
42	-4.179688e-01	5.249023e-03	6.877930e-01	5
43	-4.099121e-01	-1.831055e-03	6.952393e-01	5
44	-4.218750e-01	1.647949e-02	6.970459e-01	5
45	-4.145508e-01	6.591797e-03	6.933960e-01	5
46	-3.937988e-01	2.673340e-02	7.020142e-01	5
47	-4.223633e-01	1.464844e-03	6.929077e-01	5
48	-4.362793e-01	-1.953125e-02	6.918945e-01	5
49	-4.296875e-01	1.306152e-02	6.877808e-01	5
50	-4.187012e-01	-1.684570e-02	6.933716e-01	5
51	-4.340820e-01	-8.422852e-03	6.892212e-01	5
