# 2d Ising model
# L = 32
# method = heatbath_clean
# beta_min = 0
# beta_max = 0.5
# N_pts_beta = 11
# h_min = -0.3
# h_max = 0.3
# N_pts_h = 21
# Ntherm = 10000
# Nac = 100
# Number of datapoints = 1000
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	-3.000000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	-2.700000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	-2.400000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	-2.100000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	-1.800000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	-1.500000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	-1.200000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	-9.000000e-02		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	-6.000000e-02		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	-3.000000e-02		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	0.000000e+00		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	3.000000e-02		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	6.000000e-02		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	9.000000e-02		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	1.200000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	1.500000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	1.800000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	2.100000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	2.400000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	2.700000e-01		0.000000e+00
0.000000e+00	-9.257813e-04	-4.687500e-05	2.527344e-02	1.016373e-03	3.000000e-01		0.000000e+00

5.000000e-02	-1.015703e-01	-1.882813e-02	3.154688e-02	1.544052e-03	-3.000000e-01		4.823761e-06
5.000000e-02	-1.015547e-01	-1.693164e-02	3.064648e-02	1.469296e-03	-2.700000e-01		4.827499e-06
5.000000e-02	-1.014961e-01	-1.509375e-02	2.992578e-02	1.407822e-03	-2.400000e-01		4.797009e-06
5.000000e-02	-1.014492e-01	-1.320508e-02	2.935352e-02	1.356419e-03	-2.100000e-01		4.797446e-06
5.000000e-02	-1.013906e-01	-1.134961e-02	2.896289e-02	1.322598e-03	-1.800000e-01		4.799807e-06
5.000000e-02	-1.015117e-01	-9.453125e-03	2.860156e-02	1.287331e-03	-1.500000e-01		4.786027e-06
5.000000e-02	-1.016094e-01	-7.583984e-03	2.820117e-02	1.256504e-03	-1.200000e-01		4.787592e-06
5.000000e-02	-1.017539e-01	-5.781250e-03	2.801953e-02	1.234116e-03	-9.000000e-02		4.783272e-06
5.000000e-02	-1.018398e-01	-3.947266e-03	2.792383e-02	1.221500e-03	-6.000000e-02		4.835051e-06
5.000000e-02	-1.018906e-01	-2.064453e-03	2.780664e-02	1.212490e-03	-3.000000e-02		4.838598e-06
5.000000e-02	-1.017891e-01	-1.445312e-04	2.776563e-02	1.207092e-03	0.000000e+00		4.850488e-06
5.000000e-02	-1.017773e-01	1.691406e-03	2.780859e-02	1.207977e-03	3.000000e-02		4.863051e-06
5.000000e-02	-1.016875e-01	3.593750e-03	2.777734e-02	1.216637e-03	6.000000e-02		4.880256e-06
5.000000e-02	-1.018906e-01	5.435547e-03	2.790430e-02	1.232533e-03	9.000000e-02		4.914510e-06
5.000000e-02	-1.021328e-01	7.306641e-03	2.819336e-02	1.259495e-03	1.200000e-01		4.954173e-06
5.000000e-02	-1.021055e-01	9.060547e-03	2.845898e-02	1.286465e-03	1.500000e-01		5.010898e-06
5.000000e-02	-1.020625e-01	1.100195e-02	2.884180e-02	1.326328e-03	1.800000e-01		5.020966e-06
5.000000e-02	-1.022969e-01	1.283594e-02	2.937891e-02	1.372131e-03	2.100000e-01		5.017039e-06
5.000000e-02	-1.023672e-01	1.473242e-02	3.003711e-02	1.422520e-03	2.400000e-01		4.988005e-06
5.000000e-02	-1.026875e-01	1.654687e-02	3.070703e-02	1.480423e-03	2.700000e-01		5.023539e-06
5.000000e-02	-1.027734e-01	1.842578e-02	3.142969e-02	1.542931e-03	3.000000e-01		5.042797e-06

1.000000e-01	-2.080195e-01	-4.745898e-02	5.166211e-02	3.740955e-03	-3.000000e-01		2.064529e-05
1.000000e-01	-2.073437e-01	-4.283008e-02	4.804102e-02	3.310413e-03	-2.700000e-01		2.054346e-05
1.000000e-01	-2.068437e-01	-3.806250e-02	4.464844e-02	2.933868e-03	-2.400000e-01		2.065578e-05
1.000000e-01	-2.062383e-01	-3.329688e-02	4.164453e-02	2.602356e-03	-2.100000e-01		2.071957e-05
1.000000e-01	-2.056406e-01	-2.874609e-02	3.907422e-02	2.328873e-03	-1.800000e-01		2.049977e-05
1.000000e-01	-2.052070e-01	-2.407227e-02	3.671289e-02	2.081516e-03	-1.500000e-01		2.047347e-05
1.000000e-01	-2.047031e-01	-1.939453e-02	3.440234e-02	1.851532e-03	-1.200000e-01		2.036572e-05
1.000000e-01	-2.047148e-01	-1.468359e-02	3.294141e-02	1.701775e-03	-9.000000e-02		2.034475e-05
1.000000e-01	-2.047148e-01	-1.000977e-02	3.149805e-02	1.572407e-03	-6.000000e-02		2.035085e-05
1.000000e-01	-2.044961e-01	-5.306641e-03	3.064258e-02	1.500332e-03	-3.000000e-02		2.001797e-05
1.000000e-01	-2.043242e-01	-4.355469e-04	3.025977e-02	1.467876e-03	0.000000e+00		2.001751e-05
1.000000e-01	-2.044727e-01	4.349609e-03	3.038086e-02	1.482693e-03	3.000000e-02		1.979766e-05
1.000000e-01	-2.047852e-01	9.046875e-03	3.087109e-02	1.523964e-03	6.000000e-02		2.017492e-05
1.000000e-01	-2.047227e-01	1.378125e-02	3.197656e-02	1.635986e-03	9.000000e-02		2.033779e-05
1.000000e-01	-2.051172e-01	1.833789e-02	3.377930e-02	1.787281e-03	1.200000e-01		2.023100e-05
1.000000e-01	-2.058984e-01	2.324023e-02	3.593555e-02	1.993343e-03	1.500000e-01		2.037535e-05
1.000000e-01	-2.061445e-01	2.808398e-02	3.842773e-02	2.245487e-03	1.800000e-01		2.045524e-05
1.000000e-01	-2.067461e-01	3.280273e-02	4.118945e-02	2.549030e-03	2.100000e-01		2.035365e-05
